Created as New Dataset,Sample 011 By User Date Wednesday, March 05 2025
cm-1,%T
4000,00,98,87
3999,00,98,89
3998,00,98,91
3997,00,98,90
3996,00,98,90
3995,00,98,90
3994,00,98,90
3993,00,98,89
3992,00,98,88
3991,00,98,87
3990,00,98,86
3989,00,98,86
3988,00,98,87
3987,00,98,88
3986,00,98,89
3985,00,98,90
3984,00,98,90
3983,00,98,91
3982,00,98,90
3981,00,98,90
3980,00,98,89
3979,00,98,88
3978,00,98,87
3977,00,98,87
3976,00,98,88
3975,00,98,88
3974,00,98,88
3973,00,98,89
3972,00,98,90
3971,00,98,90
3970,00,98,90
3969,00,98,89
3968,00,98,88
3967,00,98,89
3966,00,98,90
3965,00,98,92
3964,00,98,92
3963,00,98,92
3962,00,98,92
3961,00,98,92
3960,00,98,93
3959,00,98,92
3958,00,98,92
3957,00,98,91
3956,00,98,91
3955,00,98,92
3954,00,98,93
3953,00,98,93
3952,00,98,93
3951,00,98,92
3950,00,98,91
3949,00,98,92
3948,00,98,93
3947,00,98,95
3946,00,98,95
3945,00,98,94
3944,00,98,93
3943,00,98,91
3942,00,98,90
3941,00,98,89
3940,00,98,89
3939,00,98,89
3938,00,98,90
3937,00,98,91
3936,00,98,92
3935,00,98,93
3934,00,98,93
3933,00,98,92
3932,00,98,91
3931,00,98,90
3930,00,98,89
3929,00,98,90
3928,00,98,91
3927,00,98,91
3926,00,98,90
3925,00,98,88
3924,00,98,88
3923,00,98,89
3922,00,98,90
3921,00,98,92
3920,00,98,93
3919,00,98,93
3918,00,98,93
3917,00,98,93
3916,00,98,92
3915,00,98,91
3914,00,98,91
3913,00,98,91
3912,00,98,91
3911,00,98,91
3910,00,98,91
3909,00,98,91
3908,00,98,91
3907,00,98,91
3906,00,98,92
3905,00,98,92
3904,00,98,93
3903,00,98,93
3902,00,98,93
3901,00,98,91
3900,00,98,90
3899,00,98,89
3898,00,98,90
3897,00,98,91
3896,00,98,92
3895,00,98,92
3894,00,98,92
3893,00,98,91
3892,00,98,91
3891,00,98,91
3890,00,98,92
3889,00,98,92
3888,00,98,92
3887,00,98,91
3886,00,98,91
3885,00,98,92
3884,00,98,93
3883,00,98,92
3882,00,98,91
3881,00,98,91
3880,00,98,91
3879,00,98,92
3878,00,98,92
3877,00,98,92
3876,00,98,91
3875,00,98,91
3874,00,98,92
3873,00,98,94
3872,00,98,95
3871,00,98,94
3870,00,98,93
3869,00,98,93
3868,00,98,94
3867,00,98,93
3866,00,98,92
3865,00,98,92
3864,00,98,91
3863,00,98,91
3862,00,98,90
3861,00,98,90
3860,00,98,92
3859,00,98,93
3858,00,98,93
3857,00,98,93
3856,00,98,92
3855,00,98,90
3854,00,98,90
3853,00,98,91
3852,00,98,92
3851,00,98,92
3850,00,98,91
3849,00,98,91
3848,00,98,93
3847,00,98,94
3846,00,98,95
3845,00,98,96
3844,00,98,96
3843,00,98,97
3842,00,98,98
3841,00,98,97
3840,00,98,97
3839,00,98,96
3838,00,98,96
3837,00,98,95
3836,00,98,93
3835,00,98,92
3834,00,98,92
3833,00,98,91
3832,00,98,90
3831,00,98,90
3830,00,98,91
3829,00,98,90
3828,00,98,90
3827,00,98,91
3826,00,98,92
3825,00,98,93
3824,00,98,93
3823,00,98,92
3822,00,98,91
3821,00,98,93
3820,00,98,95
3819,00,98,96
3818,00,98,96
3817,00,98,94
3816,00,98,92
3815,00,98,91
3814,00,98,91
3813,00,98,91
3812,00,98,91
3811,00,98,92
3810,00,98,92
3809,00,98,92
3808,00,98,92
3807,00,98,93
3806,00,98,94
3805,00,98,94
3804,00,98,94
3803,00,98,93
3802,00,98,93
3801,00,98,93
3800,00,98,93
3799,00,98,92
3798,00,98,91
3797,00,98,91
3796,00,98,92
3795,00,98,92
3794,00,98,92
3793,00,98,90
3792,00,98,89
3791,00,98,89
3790,00,98,89
3789,00,98,89
3788,00,98,89
3787,00,98,88
3786,00,98,88
3785,00,98,88
3784,00,98,88
3783,00,98,88
3782,00,98,88
3781,00,98,88
3780,00,98,87
3779,00,98,88
3778,00,98,88
3777,00,98,87
3776,00,98,87
3775,00,98,87
3774,00,98,87
3773,00,98,88
3772,00,98,87
3771,00,98,87
3770,00,98,86
3769,00,98,86
3768,00,98,86
3767,00,98,86
3766,00,98,85
3765,00,98,86
3764,00,98,86
3763,00,98,87
3762,00,98,86
3761,00,98,86
3760,00,98,85
3759,00,98,86
3758,00,98,86
3757,00,98,87
3756,00,98,88
3755,00,98,89
3754,00,98,91
3753,00,98,93
3752,00,98,95
3751,00,98,96
3750,00,98,97
3749,00,98,97
3748,00,98,98
3747,00,98,98
3746,00,98,97
3745,00,98,96
3744,00,98,95
3743,00,98,94
3742,00,98,93
3741,00,98,93
3740,00,98,93
3739,00,98,95
3738,00,98,97
3737,00,98,98
3736,00,98,96
3735,00,98,94
3734,00,98,92
3733,00,98,91
3732,00,98,91
3731,00,98,92
3730,00,98,93
3729,00,98,95
3728,00,98,96
3727,00,98,97
3726,00,98,97
3725,00,98,95
3724,00,98,92
3723,00,98,90
3722,00,98,88
3721,00,98,87
3720,00,98,87
3719,00,98,88
3718,00,98,89
3717,00,98,89
3716,00,98,89
3715,00,98,89
3714,00,98,89
3713,00,98,91
3712,00,98,92
3711,00,98,93
3710,00,98,93
3709,00,98,94
3708,00,98,94
3707,00,98,94
3706,00,98,93
3705,00,98,92
3704,00,98,92
3703,00,98,91
3702,00,98,91
3701,00,98,91
3700,00,98,91
3699,00,98,91
3698,00,98,92
3697,00,98,92
3696,00,98,93
3695,00,98,95
3694,00,98,97
3693,00,98,98
3692,00,98,99
3691,00,99,00
3690,00,99,01
3689,00,99,03
3688,00,99,06
3687,00,99,09
3686,00,99,13
3685,00,99,18
3684,00,99,24
3683,00,99,31
3682,00,99,37
3681,00,99,43
3680,00,99,49
3679,00,99,56
3678,00,99,64
3677,00,99,71
3676,00,99,78
3675,00,99,86
3674,00,99,92
3673,00,99,95
3672,00,99,98
3671,00,100,00
3670,00,100,02
3669,00,100,04
3668,00,100,06
3667,00,100,08
3666,00,100,10
3665,00,100,12
3664,00,100,16
3663,00,100,19
3662,00,100,22
3661,00,100,25
3660,00,100,27
3659,00,100,28
3658,00,100,28
3657,00,100,27
3656,00,100,25
3655,00,100,24
3654,00,100,23
3653,00,100,22
3652,00,100,20
3651,00,100,19
3650,00,100,19
3649,00,100,19
3648,00,100,18
3647,00,100,14
3646,00,100,08
3645,00,100,03
3644,00,99,99
3643,00,99,94
3642,00,99,89
3641,00,99,83
3640,00,99,79
3639,00,99,79
3638,00,99,81
3637,00,99,82
3636,00,99,77
3635,00,99,66
3634,00,99,53
3633,00,99,42
3632,00,99,35
3631,00,99,31
3630,00,99,27
